congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
97,senate,H000343,Mark,Odom,Hatfield,,7/12/1922,OR,R,Yes,1/5/1981,58.5
97,senate,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,MD,R,Yes,1/5/1981,58.5
97,senate,L000148,Paul,Dominque,Laxalt,,8/2/1922,NV,R,Yes,1/5/1981,58.4
97,senate,C000269,John,Hubbard,Chafee,,10/22/1922,RI,R,Yes,1/5/1981,58.2
97,senate,A000009,James,,Abdnor,,2/13/1923,SD,R,Yes,1/5/1981,57.9
97,senate,D000401,Robert,Joseph,Dole,,7/22/1923,KS,R,Yes,1/5/1981,57.5
97,senate,S000888,Ted,F.,Stevens,,11/18/1923,AK,R,Yes,1/5/1981,57.1
97,senate,D000259,Jeremiah,Andrew,Denton,Jr.,7/15/1924,AL,R,No,1/5/1981,56.5
97,senate,M000635,John,,Melcher,,9/6/1924,MT,D,Yes,1/5/1981,56.3
97,senate,I000025,Daniel,K.,Inouye,,9/7/1924,HI,D,Yes,1/5/1981,56.3
97,senate,F000268,Wendell,Hampton,Ford,,9/8/1924,KY,D,Yes,1/5/1981,56.3
97,senate,M000346,James,Albertus,McClure,,12/27/1924,ID,R,Yes,1/5/1981,56
97,senate,B001057,Dale,,Bumpers,,8/12/1925,AR,D,Yes,1/5/1981,55.4
97,senate,T000322,John,Goodwin,Tower,,9/29/1925,TX,R,Yes,1/5/1981,55.3
97,senate,B000063,Howard,Henry,Baker,Jr.,11/15/1925,TN,R,Yes,1/5/1981,55.1
97,senate,H000905,Walter,Darlington,Huddleston,,4/15/1926,KY,D,Yes,1/5/1981,54.7
97,senate,A000208,Mark,,Andrews,,5/19/1926,ND,R,Yes,1/5/1981,54.6
97,senate,H000374,Paula,,Hawkins,,1/24/1927,FL,R,Yes,1/5/1981,53.9
97,senate,W000154,John,W.,Warner,,2/18/1927,VA,R,Yes,1/5/1981,53.9
97,senate,M001054,Daniel,Patrick,Moynihan,,3/16/1927,NY,D,Yes,1/5/1981,53.8
97,senate,D000366,Alan,John,Dixon,,7/7/1927,IL,D,No,1/5/1981,53.5
97,senate,G000333,T.,Slade,Gorton,,1/8/1928,WA,R,No,1/5/1981,53
97,senate,Z000013,Edward,,Zorinsky,,11/11/1928,NE,D,Yes,1/5/1981,52.2
97,senate,J000101,Roger,William,Jepsen,,12/23/1928,IA,R,Yes,1/5/1981,52
97,senate,E000004,Thomas,Francis,Eagleton,,9/4/1929,MO,D,Yes,1/5/1981,51.3
97,senate,S000709,Arlen,,Specter,,2/12/1930,PA,R,No,1/5/1981,50.9
97,senate,C000356,Lawton,Mainor,Chiles,Jr.,4/3/1930,FL,D,Yes,1/5/1981,50.8
97,senate,B000756,Nicholas,Frederick,Brady,,4/11/1930,NJ,R,No,1/5/1981,50.7
97,senate,R000497,Warren,Bruce,Rudman,,5/18/1930,NH,R,Yes,1/5/1981,50.6
97,senate,B000647,Rudolph,Eli,Boschwitz,,11/7/1930,MN,R,Yes,1/5/1981,50.2
97,senate,M000257,Mack,Francis,Mattingly,,1/7/1931,GA,R,No,1/5/1981,50
97,senate,E000017,John,Porter,East,,5/5/1931,NC,R,No,1/5/1981,49.7
97,senate,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,R,Yes,1/5/1981,49.6
97,senate,S000429,Alan,Kooi,Simpson,,9/2/1931,WY,R,Yes,1/5/1981,49.3
97,senate,K000105,Edward,M.,Kennedy,,2/22/1932,MA,D,Yes,1/5/1981,48.9
97,senate,L000504,Richard,G.,Lugar,,4/4/1932,IN,R,Yes,1/5/1981,48.8
97,senate,D000407,Pete,V.,Domenici,,5/7/1932,NM,R,Yes,1/5/1981,48.7
97,senate,J000189,John,Bennett,Johnston,Jr.,6/10/1932,LA,D,Yes,1/5/1981,48.6
97,senate,K000017,Nancy,Landon,Kassebaum,,7/29/1932,KS,R,Yes,1/5/1981,48.4
97,senate,P000009,Robert,William,Packwood,,9/11/1932,OR,R,Yes,1/5/1981,48.3
97,senate,G000072,Edwin,Jacob,Garn,,10/12/1932,UT,R,Yes,1/5/1981,48.2
97,senate,S000064,Paul,S.,Sarbanes,,2/3/1933,MD,D,Yes,1/5/1981,47.9
97,senate,W000092,Malcolm,,Wallop,,2/27/1933,WY,R,Yes,1/5/1981,47.9
97,senate,M001085,Frank,H.,Murkowski,,3/28/1933,AK,R,No,1/5/1981,47.8
97,senate,M000811,George,John,Mitchell,,8/20/1933,ME,D,Yes,1/5/1981,47.4
97,senate,G000386,Charles,E.,Grassley,,9/17/1933,IA,R,Yes,1/5/1981,47.3
97,senate,H000338,Orrin,G.,Hatch,,3/22/1934,UT,R,Yes,1/5/1981,46.8
97,senate,L000261,Carl,,Levin,,6/28/1934,MI,D,Yes,1/5/1981,46.5
97,senate,D000566,David,Ferdinand,Durenberger,,8/19/1934,MN,R,Yes,1/5/1981,46.4
97,senate,P000556,David,Hampton,Pryor,,8/29/1934,AR,D,Yes,1/5/1981,46.4
97,senate,S000132,Harrison,Hagan,Schmitt,,7/3/1935,NM,R,Yes,1/5/1981,45.5
97,senate,D000030,John,Claggett,Danforth,,9/5/1936,MO,R,Yes,1/5/1981,44.3
97,senate,S000068,James,Ralph,Sasser,,9/30/1936,TN,D,Yes,1/5/1981,44.3
97,senate,H000287,Gary,Warren,Hart,,11/28/1936,CO,D,Yes,1/5/1981,44.1
97,senate,A000219,William,Lester,Armstrong,,3/16/1937,CO,R,Yes,1/5/1981,43.8
97,senate,D000185,Dennis,Webster,DeConcini,,5/8/1937,AZ,D,Yes,1/5/1981,43.7
97,senate,D000018,Alfonse,Marcello,D'Amato,,8/1/1937,NY,R,No,1/5/1981,43.4
97,senate,C000567,Thad,,Cochran,,12/7/1937,MS,R,Yes,1/5/1981,43.1
97,senate,R000249,Donald,Wayne,Riegle,Jr.,2/4/1938,MI,D,Yes,1/5/1981,42.9
97,senate,S001138,Steven,Douglas,Symms,,4/23/1938,ID,R,Yes,1/5/1981,42.7
97,senate,N000171,Samuel,Augustus,Nunn,,9/8/1938,GA,D,Yes,1/5/1981,42.3
97,senate,H000456,Henry,John,Heinz,III,10/23/1938,PA,R,Yes,1/5/1981,42.2
97,senate,L000174,Patrick,J.,Leahy,,3/31/1940,VT,D,Yes,1/5/1981,40.8
97,senate,C000598,William,Sebastian,Cohen,,8/28/1940,ME,R,Yes,1/5/1981,40.4
97,senate,H000951,Gordon,John,Humphrey,,10/9/1940,NH,R,Yes,1/5/1981,40.2
97,senate,T000393,Paul,Efthemios,Tsongas,,2/14/1941,MA,D,Yes,1/5/1981,39.9
97,senate,B000639,David,Lyle,Boren,,4/21/1941,OK,D,Yes,1/5/1981,39.7
97,senate,B000243,Max,S.,Baucus,,12/11/1941,MT,D,Yes,1/5/1981,39.1
97,senate,P000513,Larry,Lee,Pressler,,3/29/1942,SD,R,Yes,1/5/1981,38.8
97,senate,K000019,Robert,Walter,Kasten,Jr.,6/19/1942,WI,R,No,1/5/1981,38.5
97,senate,B000444,Joseph,R.,Biden,Jr.,11/20/1942,DE,D,Yes,1/5/1981,38.1
97,senate,B001225,William,Warren,Bradley,,7/28/1943,NJ,D,Yes,1/5/1981,37.4
97,senate,D000388,Christopher,J.,Dodd,,5/27/1944,CT,D,Yes,1/5/1981,36.6
97,senate,Q000007,James,Danforth,Quayle,,2/4/1947,IN,R,Yes,1/5/1981,33.9
97,senate,N000102,Don,,Nickles,,12/6/1948,OK,R,No,1/5/1981,32.1
98,house,P000218,Claude,Denson,Pepper,,9/8/1900,FL,D,Yes,1/3/1983,82.3
98,house,P000522,Charles,Melvin,Price,,1/1/1905,IL,D,Yes,1/3/1983,78
98,house,H000367,Augustus,Freeman,Hawkins,,8/31/1907,CA,D,Yes,1/3/1983,75.3
98,house,L000413,Clarence,Dickinson,Long,,12/11/1908,MD,D,Yes,1/3/1983,74.1
98,house,R000374,Peter,Wallace,Rodino,Jr.,6/7/1909,NJ,D,Yes,1/3/1983,73.6
98,house,C000919,George,William,Crockett,Jr.,8/10/1909,MI,D,Yes,1/3/1983,73.4
98,house,Y000013,Sidney,Richard,Yates,,8/27/1909,IL,D,Yes,1/3/1983,73.4
98,house,N000009,William,Huston,Natcher,,9/11/1909,KY,D,Yes,1/3/1983,73.3
98,house,W000428,Jamie,Lloyd,Whitten,,4/18/1910,MS,D,Yes,1/3/1983,72.7
98,house,B000371,Charles,Edward,Bennett,,12/2/1910,FL,D,Yes,1/3/1983,72.1
98,house,S000622,Virginia,Dodd,Smith,,6/30/1911,NE,R,Yes,1/3/1983,71.5
98,house,B000600,Edward,Patrick,Boland,,10/1/1911,MA,D,Yes,1/3/1983,71.3
98,house,J000216,Ed,,Jones,,4/20/1912,TN,D,Yes,1/3/1983,70.7
98,house,P000230,Carl,Dewey,Perkins,,10/15/1912,KY,D,Yes,1/3/1983,70.2
98,house,Z000001,Clement,John,Zablocki,,11/18/1912,WI,D,Yes,1/3/1983,70.1
98,house,O000098,Thomas,Phillip,O'Neill,Jr.,12/9/1912,MA,D,Yes,1/3/1983,70.1
98,house,A000189,Glenn,Malcolm,Anderson,,2/21/1913,CA,D,Yes,1/3/1983,69.9
98,house,J000256,Walter,Beaman,Jones,Sr.,8/19/1913,NC,D,Yes,1/3/1983,69.4
98,house,L000226,William,,Lehman,,10/5/1913,FL,D,Yes,1/3/1983,69.2
98,house,P000328,James,Jarrell,Pickle,,10/11/1913,TX,D,Yes,1/3/1983,69.2
98,house,D000038,Wilbur,Clarence,Daniel,,5/12/1914,VA,D,Yes,1/3/1983,68.6
98,house,E000064,William,Donlon,Edwards,,1/6/1915,CA,D,Yes,1/3/1983,68
98,house,A000212,Frank,,Annunzio,,1/12/1915,IL,D,Yes,1/3/1983,68
98,house,Q000013,James,Henry,Quillen,,1/11/1916,TN,R,Yes,1/3/1983,67
98,house,F000286,Edwin,Bell,Forsythe,,1/17/1916,NJ,R,Yes,1/3/1983,67
98,house,R000485,Edward,Ross,Roybal,,2/10/1916,CA,D,Yes,1/3/1983,66.9
98,house,B000592,Corinne,Claiborne,Boggs,,3/13/1916,LA,D,Yes,1/3/1983,66.8
98,house,G000272,Henry,Barbosa,GonzÃ¡lez,,5/3/1916,TX,D,Yes,1/3/1983,66.7
98,house,R000337,James,Kenneth,Robinson,,5/14/1916,VA,R,Yes,1/3/1983,66.6
98,house,M000796,Joseph,George,Minish,,9/1/1916,NJ,D,Yes,1/3/1983,66.3
98,house,S000997,Samuel,Studdiford,Stratton,,9/27/1916,NY,D,Yes,1/3/1983,66.3
98,house,F000041,Dante,Bruno,Fascell,,3/9/1917,FL,D,Yes,1/3/1983,65.8
98,house,C000462,James,McClure,Clarke,,6/12/1917,NC,D,No,1/3/1983,65.6
98,house,O000010,George,Miller,O'Brien,,6/17/1917,IL,R,Yes,1/3/1983,65.5
98,house,B000432,Mario,,Biaggi,,10/26/1917,NY,D,Yes,1/3/1983,65.2
98,house,M000718,Clarence,E.,Miller,,11/1/1917,OH,R,Yes,1/3/1983,65.2
98,house,H000388,Charles,Arthur,Hayes,,2/17/1918,IL,D,No,1/3/1983,64.9
98,house,S000230,John,Frederick,Seiberling,,9/8/1918,OH,D,Yes,1/3/1983,64.3
98,house,N000095,William,Flynt,Nichols,,10/16/1918,AL,D,Yes,1/3/1983,64.2
98,house,K000025,Abraham,,Kazen,Jr.,1/17/1919,TX,D,Yes,1/3/1983,64
98,house,D000534,John,James,Duncan,,3/24/1919,TN,R,Yes,1/3/1983,63.8
98,house,W000636,Edward,Lawrence,Winn,Jr.,8/22/1919,KS,R,Yes,1/3/1983,63.4
98,house,H000797,Frank,Jefferson,Horton,,12/12/1919,NY,R,Yes,1/3/1983,63.1
98,house,G000153,Sam,Melville,Gibbons,,1/20/1920,FL,D,Yes,1/3/1983,63
98,house,S000124,James,Haas,Scheuer,,2/6/1920,NY,D,Yes,1/3/1983,62.9
98,house,O000069,James,R.,Olin,,2/28/1920,VA,D,No,1/3/1983,62.8
98,house,L000116,Delbert,Leroy,Latta,,3/5/1920,OH,R,Yes,1/3/1983,62.8
98,house,B000918,George,E.,Brown,Jr.,3/6/1920,CA,D,Yes,1/3/1983,62.8
98,house,S000087,Harold,Samuel,Sawyer,,3/21/1920,MI,R,Yes,1/3/1983,62.8
98,house,S000596,Neal,Edward,Smith,,3/23/1920,IA,D,Yes,1/3/1983,62.8
98,house,C000322,Eugene,A.,Chappie,,3/28/1920,CA,R,Yes,1/3/1983,62.8
98,house,R000495,Eldon,Dean,Rudd,,7/15/1920,AZ,R,Yes,1/3/1983,62.5
98,house,M000865,Gillespie,V.,Montgomery,,8/5/1920,MS,D,Yes,1/3/1983,62.4
98,house,H000747,Marjorie,Sewell,Holt,,9/17/1920,MD,R,Yes,1/3/1983,62.3
98,house,W000781,Chalmers,Pangburn,Wylie,,11/23/1920,OH,R,Yes,1/3/1983,62.1
98,house,D000586,Bernard,James,Dwyer,,1/24/1921,NJ,D,Yes,1/3/1983,61.9
98,house,B000298,Berkley,Warren,Bedell,,3/5/1921,IA,D,Yes,1/3/1983,61.8
98,house,B000431,Tom,,Bevill,,3/27/1921,AL,D,Yes,1/3/1983,61.8
98,house,V000124,Barbara,Farrell,Vucanovich,,6/22/1921,NV,R,No,1/3/1983,61.5
98,house,C000709,Silvio,Ottavio,Conte,,11/9/1921,MA,R,Yes,1/3/1983,61.1
98,house,C000321,William,Venroe,Chappell,Jr.,2/3/1922,FL,D,Yes,1/3/1983,60.9
98,house,B000153,Druie,Douglas,Barnard,Jr.,3/20/1922,GA,D,Yes,1/3/1983,60.8
98,house,W000180,Harold,,Washington,,4/15/1922,IL,D,Yes,1/3/1983,60.7
98,house,B000890,William,S.,Broomfield,,4/28/1922,MI,R,Yes,1/3/1983,60.7
98,house,M000826,Parren,James,Mitchell,,4/29/1922,MD,D,Yes,1/3/1983,60.7
98,house,H000124,John,Paul,Hammerschmidt,,5/4/1922,AR,R,Yes,1/3/1983,60.7
98,house,M000926,Carlos,John,Moorhead,,5/6/1922,CA,R,Yes,1/3/1983,60.7
98,house,U000001,Morris,King,Udall,,6/15/1922,AZ,D,Yes,1/3/1983,60.6
98,house,C000666,Barber,Benjamin,Conable,Jr.,11/2/1922,NY,R,Yes,1/3/1983,60.2
98,house,G000212,Benjamin,,Gilman,,12/6/1922,NY,R,Yes,1/3/1983,60.1
98,house,B000880,Jack,Bascom,Brooks,,12/18/1922,TX,D,Yes,1/3/1983,60
98,house,W000763,James,Claude,Wright,Jr.,12/22/1922,TX,D,Yes,1/3/1983,60
98,house,M000692,Robert,Henry,Michel,,3/2/1923,IL,R,Yes,1/3/1983,59.8
98,house,H000067,Ralph,M.,Hall,,5/3/1923,TX,D,Yes,1/3/1983,59.7
98,house,L000417,Gillis,William,Long,,5/4/1923,LA,D,Yes,1/3/1983,59.7
98,house,R000442,Benjamin,Stanley,Rosenthal,,6/8/1923,NY,D,Yes,1/3/1983,59.6
98,house,Y000051,Robert,Anton,Young,III,11/22/1923,MO,D,Yes,1/3/1983,59.1
98,house,H000070,Sam,Blakeley,Hall,Jr.,1/11/1924,TX,D,Yes,1/3/1983,59
98,house,K000020,Robert,William,Kastenmeier,,1/24/1924,WI,D,Yes,1/3/1983,58.9
98,house,R000383,Robert,A.,Roe,,2/28/1924,NJ,D,Yes,1/3/1983,58.8
98,house,H001022,Henry,John,Hyde,,4/18/1924,IL,R,Yes,1/3/1983,58.7
98,house,E000259,Thomas,Cooper,Evans,,5/26/1924,IA,R,Yes,1/3/1983,58.6
98,house,G000511,Frank,Joseph,Guarini,Jr.,8/20/1924,NJ,D,Yes,1/3/1983,58.4
98,house,A000069,Daniel,Kahikina,Akaka,,9/11/1924,HI,D,Yes,1/3/1983,58.3
98,house,N000106,Howard,Curtis,Nielson,,9/12/1924,UT,R,No,1/3/1983,58.3
98,house,H000449,Cecil,Landau,Heftel,,9/30/1924,HI,D,Yes,1/3/1983,58.3
98,house,L000295,Thomas,F.,Lewis,,10/26/1924,FL,R,No,1/3/1983,58.2
98,house,R000141,Ralph,,Regula,,12/3/1924,OH,R,Yes,1/3/1983,58.1
98,house,S000948,Louis,,Stokes,,2/23/1925,OH,D,Yes,1/3/1983,57.9
98,house,W000406,George,William,Whitehurst,,3/12/1925,VA,R,Yes,1/3/1983,57.8
98,house,A000052,Joseph,Patrick,Addabbo,,3/17/1925,NY,D,Yes,1/3/1983,57.8
98,house,B001158,Sala,Galante,Burton,,4/1/1925,CA,D,No,1/3/1983,57.8
98,house,P000546,Joel,McFee,Pritchard,,5/5/1925,WA,R,Yes,1/3/1983,57.7
98,house,D000326,William,Louis,Dickinson,,6/5/1925,AL,R,Yes,1/3/1983,57.6
98,house,L000508,Thomas,Andrew,Luken,,7/9/1925,OH,D,Yes,1/3/1983,57.5
98,house,A000207,Ike,Franklin,Andrews,,9/2/1925,NC,D,Yes,1/3/1983,57.3
98,house,M000589,James,Francis,McNulty,Jr.,10/18/1925,AZ,D,No,1/3/1983,57.2
98,house,S000081,Gus,,Savage,,10/30/1925,IL,D,Yes,1/3/1983,57.2
98,house,A000076,Donald,Joseph,Albosta,,12/5/1925,MI,D,Yes,1/3/1983,57.1
98,house,V000026,Tommy,Joe,Vandergriff,,1/29/1926,TX,D,No,1/3/1983,56.9
98,house,R000481,James,Roy,Rowland,Jr.,2/3/1926,GA,D,No,1/3/1983,56.9
98,house,H000624,Elwood,Haynes,Hillis,,3/6/1926,IN,R,Yes,1/3/1983,56.8
98,house,V000006,Itimous,Thaddeus,Valentine,Jr.,3/15/1926,NC,D,No,1/3/1983,56.8
98,house,D000592,Mervyn,Malcolm,Dymally,,5/12/1926,CA,D,Yes,1/3/1983,56.6
98,house,H001018,Earl,Dewitt,Hutto,,5/12/1926,FL,D,Yes,1/3/1983,56.6
98,house,B001156,Phillip,,Burton,,6/1/1926,CA,D,Yes,1/3/1983,56.6
98,house,F000141,Hamilton,,Fish,Jr.,6/3/1926,NY,R,Yes,1/3/1983,56.6
98,house,G000105,Joseph,Matthew,Gaydos,,7/3/1926,PA,D,Yes,1/3/1983,56.5
98,house,D000355,John,D.,Dingell,,7/8/1926,MI,D,Yes,1/3/1983,56.5
98,house,K000307,Joseph,Paul,Kolter,,9/3/1926,PA,D,No,1/3/1983,56.3
98,house,L000020,Robert,John,Lagomarsino,,9/4/1926,CA,R,Yes,1/3/1983,56.3
98,house,H000582,Jack,English,Hightower,,9/6/1926,TX,D,Yes,1/3/1983,56.3
98,house,W000752,George,Cornelius,Wortley,,12/8/1926,NY,R,Yes,1/3/1983,56.1
98,house,W000419,Charles,Orville,Whitley,,1/3/1927,NC,D,Yes,1/3/1983,56
98,house,R000080,Richard,Belmont,Ray,,2/2/1927,GA,D,No,1/3/1983,55.9
98,house,E000204,John,Neal,Erlenborn,,2/8/1927,IL,R,Yes,1/3/1983,55.9
98,house,M001130,John,Thomas,Myers,,2/8/1927,IN,R,Yes,1/3/1983,55.9
98,house,P000104,William,Neff,Patman,,3/26/1927,TX,D,Yes,1/3/1983,55.8
98,house,S001044,Robert,,Stump,,4/4/1927,AZ,R,Yes,1/3/1983,55.8
98,house,M000834,John,Joseph,Moakley,,4/27/1927,MA,D,Yes,1/3/1983,55.7
98,house,S000453,Norman,,Sisisky,,6/9/1927,VA,D,No,1/3/1983,55.6
98,house,M001088,Austin,John,Murphy,,6/17/1927,PA,D,Yes,1/3/1983,55.5
98,house,S000463,Joseph,,Skeen,,6/30/1927,NM,R,Yes,1/3/1983,55.5
98,house,M000306,Alfred,A.,McCandless,,7/23/1927,CA,R,No,1/3/1983,55.4
98,house,H000840,James,John,Howard,,7/24/1927,NJ,D,Yes,1/3/1983,55.4
98,house,F000270,William,David,Ford,,8/6/1927,MI,D,Yes,1/3/1983,55.4
98,house,W000227,James,Howard,Weaver,,8/8/1927,OR,D,Yes,1/3/1983,55.4
98,house,B000966,James,Thomas,Broyhill,,8/19/1927,NC,R,Yes,1/3/1983,55.4
98,house,W000258,Theodore,S.,Weiss,,9/17/1927,NY,D,Yes,1/3/1983,55.3
98,house,D000203,Eligio,II,de la Garza,,9/22/1927,TX,D,Yes,1/3/1983,55.3
98,house,Y000014,Gus,,Yatron,,10/16/1927,PA,D,Yes,1/3/1983,55.2
98,house,G000291,William,F.,Goodling,,12/5/1927,PA,R,Yes,1/3/1983,55.1
98,house,R000458,Daniel,David,Rostenkowski,,1/2/1928,IL,D,Yes,1/3/1983,55
98,house,S000762,Fernand,Joseph,St. Germain,,1/9/1928,RI,D,Yes,1/3/1983,55
98,house,S000669,Marion,Gene,Snyder,,1/26/1928,KY,R,Yes,1/3/1983,54.9
98,house,L000090,Tom,,Lantos,,2/1/1928,CA,D,Yes,1/3/1983,54.9
98,house,T000075,Gene,,Taylor,,2/10/1928,MO,R,Yes,1/3/1983,54.9
98,house,A000215,Bill,,Archer,,3/22/1928,TX,R,Yes,1/3/1983,54.8
98,house,A000214,Douglas,Earl,Applegate,,3/27/1928,OH,D,Yes,1/3/1983,54.8
98,house,S000718,Floyd,,Spence,,4/9/1928,SC,R,Yes,1/3/1983,54.7
98,house,L000506,Manuel,,LujÃ¡n,Jr.,5/12/1928,NM,R,Yes,1/3/1983,54.6
98,house,F000380,William,Eldridge,Frenzel,,7/31/1928,MN,R,Yes,1/3/1983,54.4
98,house,B000229,Herbert,H.,Bateman,,8/7/1928,VA,R,No,1/3/1983,54.4
98,house,E000084,William,Jackson,Edwards,,9/20/1928,AL,R,Yes,1/3/1983,54.3
98,house,M000842,Guy,Victor,Molinari,,11/23/1928,NY,R,Yes,1/3/1983,54.1
98,house,S000423,Paul,Martin,Simon,,11/29/1928,IL,D,Yes,1/3/1983,54.1
98,house,F000235,Thomas,Michael,Foglietta,,12/3/1928,PA,D,Yes,1/3/1983,54.1
98,house,G000349,Willis,David,Gradison,Jr.,12/28/1928,OH,R,Yes,1/3/1983,54
98,house,L000381,Marilyn,Laird,Lloyd,,1/3/1929,TN,D,Yes,1/3/1983,54
98,house,O000134,Richard,Lawrence,Ottinger,,1/27/1929,NY,D,Yes,1/3/1983,53.9
98,house,M000206,Matthew,G.,MartÃ­nez,,2/14/1929,CA,D,Yes,1/3/1983,53.9
98,house,F000239,Thomas,Stephen,Foley,,3/6/1929,WA,D,Yes,1/3/1983,53.8
98,house,C000523,William,Floyd,Clinger,Jr.,4/4/1929,PA,R,Yes,1/3/1983,53.7
98,house,C000807,Robert,Lawrence,Coughlin,,4/11/1929,PA,R,Yes,1/3/1983,53.7
98,house,C000714,John,,Conyers,Jr.,5/16/1929,MI,D,Yes,1/3/1983,53.6
98,house,B000024,Robert,Edward,Badham,,6/9/1929,CA,R,Yes,1/3/1983,53.6
98,house,S000146,Richard,Taylor,Schulze,,8/7/1929,PA,R,Yes,1/3/1983,53.4
98,house,K000190,Thomas,Norman,Kindness,,8/26/1929,OH,R,Yes,1/3/1983,53.4
98,house,P000080,Stanford,E.,Parris,,9/9/1929,VA,R,Yes,1/3/1983,53.3
98,house,K000172,Dale,E.,Kildee,,9/16/1929,MI,D,Yes,1/3/1983,53.3
98,house,R000465,Marge,,Roukema,,9/19/1929,NJ,R,Yes,1/3/1983,53.3
98,house,D000044,William,Edwin,Dannemeyer,,9/22/1929,CA,R,Yes,1/3/1983,53.3
98,house,G000417,Sedgwick,William,Green,,10/16/1929,NY,R,Yes,1/3/1983,53.2
98,house,M000264,Nicholas,James,Mavroules,,11/1/1929,MA,D,Yes,1/3/1983,53.2
98,house,T000316,Esteban,Edward,Torres,,1/27/1930,CA,D,No,1/3/1983,52.9
98,house,S000795,Arlan,Ingehart,Stangeland,,2/8/1930,MN,R,Yes,1/3/1983,52.9
98,house,H000448,Willie,Gathrel,Hefner,,4/11/1930,NC,D,Yes,1/3/1983,52.7
98,house,G000121,George,W.,Gekas,,4/14/1930,PA,R,No,1/3/1983,52.7
98,house,R000053,Charles,B.,Rangel,,6/11/1930,NY,D,Yes,1/3/1983,52.6
98,house,B000463,Michael,,Bilirakis,,7/16/1930,FL,R,No,1/3/1983,52.5
98,house,S000675,Gerald,Brooks Hunt,Solomon,,8/14/1930,NY,R,Yes,1/3/1983,52.4
98,house,I000029,Andrew,Poysell,Ireland,,8/23/1930,FL,D,Yes,1/3/1983,52.4
98,house,H000171,George,Vernon,Hansen,,9/14/1930,ID,R,Yes,1/3/1983,52.3
98,house,C000873,Philip,M.,Crane,,11/3/1930,IL,R,Yes,1/3/1983,52.2
98,house,Y000031,C.,W. Bill,Young,,12/16/1930,FL,R,Yes,1/3/1983,52
98,house,L000265,Elliott,Harris,Levitas,,12/26/1930,GA,D,Yes,1/3/1983,52
98,house,P000005,Ron,,Packard,,1/19/1931,CA,R,No,1/3/1983,52
98,house,M000527,Stewart,Brett,McKinney,,1/30/1931,CT,R,Yes,1/3/1983,51.9
98,house,L000243,Norman,Frederick,Lent,,3/23/1931,NY,R,Yes,1/3/1983,51.8
98,house,V000112,Harold,Lee,Volkmer,,4/4/1931,MO,D,Yes,1/3/1983,51.8
98,house,H000114,Lee,Herbert,Hamilton,,4/20/1931,IN,D,Yes,1/3/1983,51.7
98,house,C000488,William,Lacy,Clay,Sr.,4/30/1931,MO,D,Yes,1/3/1983,51.7
98,house,L000180,James,Marvin,Leath,,5/6/1931,TX,D,Yes,1/3/1983,51.7
98,house,S000607,Robert,Freeman,Smith,,6/16/1931,OR,R,No,1/3/1983,51.6
98,house,T000356,Jerome,Bob,Traxler,,7/21/1931,MI,D,Yes,1/3/1983,51.5
98,house,V000027,Guy,Adrian,Vander Jagt,,8/26/1931,MI,R,Yes,1/3/1983,51.4
98,house,R000262,Matthew,John,Rinaldo,,9/1/1931,NJ,R,Yes,1/3/1983,51.3
98,house,L000263,Sander,M.,Levin,,9/6/1931,MI,D,No,1/3/1983,51.3
98,house,C000634,Cardiss,,Collins,,9/24/1931,IL,D,Yes,1/3/1983,51.3
98,house,P000170,Donald,James,Pease,,9/26/1931,OH,D,Yes,1/3/1983,51.3
98,house,M000399,Joseph,Michael,McDade,,9/29/1931,PA,R,Yes,1/3/1983,51.3
98,house,S000810,Fortney,H.,Stark,,11/11/1931,CA,D,Yes,1/3/1983,51.1
98,house,M000794,Norman,Yoshio,Mineta,,11/12/1931,CA,D,Yes,1/3/1983,51.1
98,house,S000465,Ike,,Skelton,,12/20/1931,MO,D,Yes,1/3/1983,51
98,house,S000394,Elmer,Greinert,Shuster,,1/23/1932,PA,R,Yes,1/3/1983,50.9
98,house,B000556,Tom,,Bliley,,1/28/1932,VA,R,Yes,1/3/1983,50.9
98,house,J000033,Andrew,,Jacobs,Jr.,2/24/1932,IN,D,Yes,1/3/1983,50.9
98,house,M001120,John,P.,Murtha,,6/17/1932,PA,D,Yes,1/3/1983,50.5
98,house,B001220,Beverly,Barton Butcher,Byron,,7/27/1932,MD,D,Yes,1/3/1983,50.4
98,house,D000131,Robert,William,Davis,,7/31/1932,MI,R,Yes,1/3/1983,50.4
98,house,H000172,James,V.,Hansen,,8/14/1932,UT,R,Yes,1/3/1983,50.4
98,house,H000930,William,John,Hughes,,10/17/1932,NJ,D,Yes,1/3/1983,50.2
98,house,B000318,Anthony,Charles,Beilenson,,10/26/1932,CA,D,Yes,1/3/1983,50.2
98,house,M000291,Romano,Louis,Mazzoli,,11/2/1932,KY,D,Yes,1/3/1983,50.2
98,house,P000574,Carl,Duane,Pursell,,12/19/1932,MI,R,Yes,1/3/1983,50
98,house,J000083,Edgar,Lanier,Jenkins,,1/4/1933,GA,D,Yes,1/3/1983,50
98,house,G000047,Robert,,Garcia,,1/9/1933,NY,D,Yes,1/3/1983,50
98,house,E000013,Joseph,Daniel,Early,,1/31/1933,MA,D,Yes,1/3/1983,49.9
